platename	platelabel	plateno	Property	label	RangeURI	required	format	concepturi	key	AutoKey
TYP	Types	2	boolean	Boolean	xsd:boolean		
TYP	Types	2	dbl	Double	xsd:double		
TYP	Types	2	date	Date	xsd:dateTime		
TYP	Types	2	integer	Integer	xsd:int		
TYP	Types	2	string	String	xsd:string		
DEM-1	DEM-1: Demographics	1	DEMdt	Contact Date	xsd:dateTime	required	DD/MMM/YY   http://cpas.labkey.com/Study#VisitDate
DEM-1	DEM-1: Demographics	1	DEMbdt	1.Date of Birth	xsd:string	required	dd/mmm/YY
DEM-1	DEM-1: Demographics	1	DEMsex	2.What is your sex?	xsd:string	required	
DEM-1	DEM-1: Demographics	1	DEMhisp	3.Latino/a or Hispanic?	xsd:string	required	
DEM-1	DEM-1: Demographics	1	DEMnatam	4a.Amer Indian/Alaska	xsd:string	optional	
DEM-1	DEM-1: Demographics	1	DEMasian	4b.Asian	xsd:string	optional	
DEM-1	DEM-1: Demographics	1	DEMblack	4c.African American/Black	xsd:string	optional	
DEM-1	DEM-1: Demographics	1	DEMhawpi	4d.Hawaiian/Pacific Islnd	xsd:string	optional	
DEM-1	DEM-1: Demographics	1	DEMwhite	4e.White	xsd:string	optional	
DEM-1	DEM-1: Demographics	1	DEMraco	4f.Other specify	xsd:string	optional	
DEM-1	DEM-1: Demographics	1	DEMracox	"4f. Other, specify text"	xsd:string	optional	
DEM-1	DEM-1: Demographics	1	DEMsexor	5. Sexual orientation	xsd:string	required	
DEM-1	DEM-1: Demographics	1	formlang	Form Language	xsd:string	required	nn
DEM-1	DEM-1: Demographics	1	sfdt_001	Staff Initials/Date	xsd:string	required	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PREdt	Form Completion Date	xsd:dateTime	required	DD/MMM/YY
PRE-1	PRE-1: Pre-Existing Conditions 	12	PREnopre	No pre-existing condition	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE1desc	1. Description	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE1dsmy	1. Date Diagnosis/Surgery	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE1dsdt	1. Date Dx/Surgery	xsd:string	optional	nn/nn
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE1qc	Condition 1	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE1com	1. Comments	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE1ongo	1. Is condition ongoing?	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE1init	1. Staff Initials/Date	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE2desc	2. Description	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE2dsmy	2. Date Diagnosis/Surgery	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE2dsdt	2. Date Dx/Surgery	xsd:string	optional	nn/nn
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE2qc	Condition 2	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE2com	2. Comments	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE2ongo	2. Is condition ongoing?	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE2init	2. Staff Initials/Date	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE3desc	3. Description	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE3dsmy	3. Date Diagnosis/Surgery	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE3dsdt	3. Date Dx/Surgery	xsd:string	optional	nn/nn
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE3qc	Condition 3	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE3com	3. Comments	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE3ongo	3. Is condition ongoing?	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE3init	3. Staff Initials/Date	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE4desc	4. Description	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE4dsmy	4. Date Diagnosis/Surgery	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE4dsdt	4. Date Dx/Surgery	xsd:string	optional	nn/nn
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE4qc	Condition 4	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE4com	4. Comments	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE4ongo	4. Is condition ongoing?	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE4init	4. Staff Initials/Date	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE5desc	5. Description	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE5dsmy	5. Date Diagnosis/Surgery	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE5dsdt	5. Date Dx/Surgery	xsd:string	optional	nn/nn
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE5qc	Condition 5	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE5com	5. Comments	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE5ongo	5. Is condition ongoing?	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE5init	5. Staff Initials/Date	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE6desc	6. Description	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE6dsmy	6. Date Diagnosis/Surgery	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE6dsdt	6. Date Dx/Surgery	xsd:string	optional	nn/nn
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE6qc	Condition 6	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE6com	6. Comments	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE6ongo	6. Is condition ongoing?	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	PRE6init	6. Staff Initials/Date	xsd:string	optional	
PRE-1	PRE-1: Pre-Existing Conditions 	12	formlang	Form Language	xsd:string	required	nn
URS-1	URS-1: Screening Urinalysis	14	URSdsdt	1.Dipstick Coll. Date	xsd:dateTime	required	DD/MMM/YY
URS-1	URS-1: Screening Urinalysis	14	URSdgluc	2a.Glucose	xsd:string	required	
URS-1	URS-1: Screening Urinalysis	14	URSdglqc	Glucose	xsd:string	optional	
URS-1	URS-1: Screening Urinalysis	14	URSdprot	2b.Protein	xsd:string	required	
URS-1	URS-1: Screening Urinalysis	14	URSdprqc	Protein	xsd:string	optional	
URS-1	URS-1: Screening Urinalysis	14	URSdhemo	2c.Hemoglobin	xsd:string	required	
URS-1	URS-1: Screening Urinalysis	14	URSdheqc	Hemoglobin	xsd:string	optional	
URS-1	URS-1: Screening Urinalysis	14	URSrbc	2c1.RBCs within range?	xsd:string	optional	
URS-1	URS-1: Screening Urinalysis	14	URSdoabn	2d.Other abnorm findings?	xsd:string	required	
URS-1	URS-1: Screening Urinalysis	14	URSdoabx	2d1.Specify abnormality	xsd:string	optional	
URS-1	URS-1: Screening Urinalysis	14	URSdover	3.U/A-Dip Overall result	xsd:string	required	
URS-1	URS-1: Screening Urinalysis	14	URSdovqc	Dipstick overall result	xsd:string	optional	
URS-1	URS-1: Screening Urinalysis	14	URScomx	Comments 	xsd:string	optional	
URS-1	URS-1: Screening Urinalysis	14	formlang	Form Language	xsd:string	required	nn
URS-1	URS-1: Screening Urinalysis	14	sfdt_014	Staff Initials/Date	xsd:string	required
URS-1	URS-1: Screening Urinalysis	14	autokey	Autokey	xsd:int	optional			1	TRUE
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLSdt	Initial Specimen Coll Dt	xsd:dateTime	required	DD/MMM/YY
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLShbdt	1.Alt Hepatitis Coll Date	xsd:dateTime	optional	DD/MMM/YY
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLShb	1a. Hepatitis B Surf. Ant	xsd:string	required	
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLShc	1b. Hepatitis C Antibody	xsd:string	required	
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLShcv	1b1. HCV PCR	xsd:string	optional	
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLSstidt	2. Alt STI Sero Coll Dt	xsd:dateTime	optional	DD/MMM/YY
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLSsyps	2a. Syphilis screen test	xsd:string	required	
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLSsypc	2b. Syphilis confirm test	xsd:string	optional	
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLShivdt	3. Alt HIV Test Coll Dt	xsd:dateTime	optional	DD/MMM/YY
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLShiv	3. HIV Test Results	xsd:string	required	
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	LLSco1x	Comments	xsd:string	optional	
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	formlang	Form Language	xsd:string	required	nn
LLS-1	LLS-1: Screening Local Lab Results (Page 1)	16	sfdt_016	Staff Initials/Date	xsd:string	required	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLShemdt	4. Alt Hemogram Coll Date	xsd:dateTime	optional	DD/MMM/YY
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSwbc	4a. WBC	xsd:double	required	nnn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSwbcqc	WBC	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLShgb	4b. Hemoglobin	xsd:double	required	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLShgbqc	Hemoglobin	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLShct	4c. Hematocrit	xsd:double	required	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLShctqc	Hematocrit	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSmcv	4d. MCV	xsd:int	required	nnn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSmcvqc	MCV	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSplt	4e. Platelet Count	xsd:int	required	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSpltqc	Platelet Count	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSdifdt	5. Alt Diff Coll Date	xsd:dateTime	optional	DD/MMM/YY
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSneup	5a. Neutrophils %	xsd:int	optional	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSneu	5a. Neutrophils cells/mm3	xsd:int	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSneuqc	Neutrophils	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSlym	5b. Lymphs cells/mm3	xsd:int	required	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSlymqc	Lymphs	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSmonn	5c.Monocytes not reported	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSmonp	5c. Monocytes %	xsd:int	optional	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSmon	5c. Monocytes cells/mm3	xsd:int	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSmonqc	Monocytes	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSeosn	5d.Eosinophils not report	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSeosp	5d. Eosinophils %	xsd:double	optional	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSeos	5d. Eosinophils cells/mm3	xsd:int	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSeosqc	Eosinophils	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSbasn	5e. Basophils not report	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSbasp	5e. Basophils %	xsd:double	optional	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSbas	5e. Basophils cells/mm3	xsd:int	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSbasqc	Basophils	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSbann	5f. Bands not reported	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSbanp	5f. Bands %	xsd:double	optional	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSban	5f. Bands cells/mm3	xsd:int	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSbanqc	Bands	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSatyn	5g. Atyp lymph not report	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSatyp	5g.Atypical Lymphocytes %	xsd:double	optional	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSaty	5g.Atyp Lympho. cells/mm3	xsd:int	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSatyqc	Atypical Lymphocytes	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSodn	"5h. Other, not reported"	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSodp	5h. Other %	xsd:int	optional	nn.n
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSod	5h. Other cells/mm3	xsd:int	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSodqc	Other WBC	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSodx	"5h. Other, specify text"	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSdnorm	5i. Differential normal?	xsd:string	required	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSdifap	5j. Investigator approve?	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	LLSco2x	Comments	xsd:string	optional	
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	formlang	Form Language	xsd:string	required	nn
LLS-2	LLS-2: Screening Local Lab Results (Page 2)	17	sfdt_017	Staff Initials/Date	xsd:string	required	
CPS-1	CPS-1: Screening Chemistry Panel	19	CPSdt	Initial Spec Collect Date	xsd:dateTime	required	DD/MMM/YY
CPS-1	CPS-1: Screening Chemistry Panel	19	CPSaltdt	1a.Alter ALT Coll Date	xsd:dateTime	optional	DD/MMM/YY
CPS-1	CPS-1: Screening Chemistry Panel	19	CPSalt	1a. ALT (SGPT)	xsd:int	required	
CPS-1	CPS-1: Screening Chemistry Panel	19	CPSaltqc	ALT (SGPT)	xsd:string	optional	
CPS-1	CPS-1: Screening Chemistry Panel	19	CPScredt	2a.Alt Creat Coll Date	xsd:dateTime	optional	DD/MMM/YY
CPS-1	CPS-1: Screening Chemistry Panel	19	CPScre	2a. Creatinine	xsd:double	required	nn.n
CPS-1	CPS-1: Screening Chemistry Panel	19	CPScreqc	Creatinine	xsd:string	optional	
CPS-1	CPS-1: Screening Chemistry Panel	19	CPScomm	Comments	xsd:string	optional	
CPS-1	CPS-1: Screening Chemistry Panel	19	formlang	Form Language	xsd:string	required	nn
CPS-1	CPS-1: Screening Chemistry Panel	19	sfdt_019	Staff Initials/Date	xsd:string	required	
ECI-1	ECI-1: Eligibility Criteria	23	ECIdt	Form Completion Date	xsd:dateTime	required	DD/MMM/YY
ECI-1	ECI-1: Eligibility Criteria	23	ECIelig	1.Meet eligible criteria?	xsd:string	required	
ECI-1	ECI-1: Eligibility Criteria	23	ECIpsign	1a.PI Signature/Date	xsd:string	required	
ECI-1	ECI-1: Eligibility Criteria	23	ECIssign	1b.Second Signature/Date	xsd:string	required	
ECI-1	ECI-1: Eligibility Criteria	23	ECIcomm	Comments	xsd:string	optional	
ECI-1	ECI-1: Eligibility Criteria	23	formlang	Form Language	xsd:string	required	nn
ECI-1	ECI-1: Eligibility Criteria	23	sfdt_023	Staff Initials/Date	xsd:string	required	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXdt	Exam Date	xsd:dateTime	required	DD/MMM/YY
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXhtcm	1. Height in cm	xsd:int	required	nnn
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXwtkg	2. Weight in kg	xsd:int	required	nnn
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXwtqc	Weight	xsd:string	optional	
EPX-1	EPX-1: Enrollment Abbreviated Physical Exam	122	EPXtempc	3. Body Temp	xsd:double	required	nn.n
