20	75972	66167	67536	58467	72188	67199	67874	66782	80537	60200	76944	66504	74503	73912	87325	66604	67060	61787	68900	67259	69001	67120	0
159	71466	56383	1803	60035	1660	49854	425	55510	372	66881	11683	47071	4287	68880	7041	64751	2836	65292	1781	53605	1031	66564	139
119	65294	56462	2364	55391	1783	48654	334	53069	307	62277	21046	40707	5950	70831	11603	73848	2856	52984	1563	49596	511	75952	200
198	83375	48193	46164	57653	50767	53664	34477	59896	44140	67036	72637	49378	43862	65254	57832	67100	61523	59340	50608	55173	45608	65968	140
218	81251	51482	17634	55470	11207	49815	1781	56879	1022	62773	47553	50386	21900	78214	30807	62694	30013	64440	18070	54756	7438	53625	139
218	72677	68588	39996	60570	41917	70224	6724	70910	1646	70295	58189	60570	39335	71109	51581	73431	52236	74374	40727	56324	28882	80457	139
60	76726	64043	48247	72181	36838	69819	7835	77240	2995	83917	64321	56383	33823	66306	62892	75376	59318	70965	45350	70573	30191	72141	159
120	81966	85559	67060	85301	62734	82894	21462	68469	12496	83256	74443	75078	55073	91633	64951	76218	70533	73014	64182	75396	55469	71684	139
99	72161	75196	56284	76210	72399	81807	24438	90303	10949	79346	75039	84269	64370	88953	61602	75852	64143	73689	58149	51422	50498	70335	218
159	77202	63587	72637	76118	60392	69481	65332	76646	45207	89072	95326	96318	87147	89792	78592	83336	72975	73292	71129	79822	62158	70725	200
179	72970	68199	74503	64430	64500	74955	60372	83456	36243	89050	86829	78135	85916	90918	82453	74634	73153	78095	75674	72458	60741	70355	120
159	76785	66584	64109	70077	71645	60928	65172	88397	57474	78214	82045	83951	85678	75317	75714	76746	84940	75957	77778	67678	71962	57058	179
198	69101	65929	77679	65691	65810	67953	66663	72629	51120	77004	104240	85876	70633	72994	65889	85420	78195	67735	75095	75997	70871	62118	79
119	73550	73014	65750	68549	75617	78433	78592	72141	78056	96278	83877	72022	74066	69581	80279	74562	71507	69462	75456	70593	64480	66207	79
40	73652	69938	63568	68687	76499	73311	82313	80517	70811	72359	86194	78453	76706	64550	77500	76418	75877	61824	63904	65352	71883	66941	60
0	52672	45107	65651	62079	72578	58725	75217	67417	81847	54796	67798	59102	57334	54141	74093	57775	50906	54418	68469	61880	57713	64559	60
