86313	19717	94611	20176	96854	18031	105907	22891	111050	22355	107158	22296	121017	20898	101463	20966	101599	27593	92745	20471	102512	21482	94631	71010
159	22772	13131	4368	31560	3927	5256	6367	41223	5109	49456	3411	55907	8655	45227	6208	64282	7313	42314	3125	48783	7795	78989	100
162	22058	15571	4245	34021	3380	4412	6652	45687	8495	51740	3238	70725	7172	43148	4919	55708	6704	40687	3566	53962	9136	89807	179
160	20457	53903	11127	56482	9104	41858	12422	81569	12337	79447	8648	82502	12932	71526	9183	80577	14182	59003	7438	65833	12734	92169	218
321	17091	62793	10235	68499	8575	32561	13547	87286	10374	80160	8675	98065	14866	79525	10909	83656	12714	68231	7795	80358	15452	120415	218
99	18072	91196	14162	83752	14162	67973	18905	82661	16860	89191	16047	85916	21621	83897	18725	91597	14906	91296	12437	97251	18645	98872	160
162	19796	79028	16622	77381	13043	63726	17151	91157	13344	92960	12952	94710	21423	78353	14065	85440	18173	84725	12278	98244	17951	93182	278
280	25609	91057	19956	96080	20828	89311	22982	100289	16860	105193	22280	100706	16344	105034	19896	104140	17237	105554	13043	110752	23208	96636	260
119	26124	94214	19736	104656	15174	92268	22930	115100	20371	95246	21700	112201	18943	92499	20272	105868	16770	112052	17019	108488	25371	93598	238
139	16192	96358	23248	110414	17554	106880	19114	101480	22792	105868	23664	109585	23317	118209	19975	104319	20768	107595	23942	111330	24676	96068	180
298	22395	102254	17912	105113	20550	98959	26422	99971	21105	104597	21960	112737	25206	119607	18368	109719	22320	105828	28386	110037	22224	99574	260
159	22355	103267	21978	98939	20510	111129	23843	101952	22058	108270	22732	100741	21058	107515	18427	113492	25527	107774	24379	99999	24518	101778	179
159	21086	115963	26769	108270	24946	112834	17992	106396	20986	108607	28573	112300	26878	107813	25053	108627	21679	103849	21799	109461	22077	106582	258
278	18963	113556	19635	101342	21562	93440	20550	104339	21178	107694	25306	91296	20437	108071	19717	99297	21078	96814	25351	105272	25549	108409	258
198	21700	117582	22534	110116	20570	97873	21205	114882	23387	100626	23585	105927	23307	108746	25066	99018	22712	92110	23884	120395	23962	116828	361
61047	16701	87667	19637	90958	18844	102353	18546	93400	22851	100309	18313	89787	22137	99357	18189	88794	21482	78115	19161	89588	19161	91713	96670
